Name,Smiles,drugbank_id
CRA_10655,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC=CC(OC2CCCC2)=C1[O-],DB02526
Cyclic adenosine monophosphate,NC1=C2N=CN([C@@H]3O[C@@H]4COP(O)(=O)O[C@H]4[C@H]3O)C2=NC=N1,DB02527
Tetrazolyl Histidine,[H][C@](N)(CC1=CN(C=N1)C1=NNN=N1)C=O,DB02528
"(2R,4S,5R,6R)-5-Acetamido-4-amino-6-(diethylcarbamoyl)oxane-2-carboxylic acid",CCN(CC)C(=O)[C@@H]1O[C@H](C[C@H](N)[C@H]1NC(C)=O)C(O)=O,DB02529
gamma-Aminobutyric acid,NCCCC(O)=O,DB02530
Isobutyric acid,CC(C)C(O)=O,DB02531
"2,4,6-Triaminoquinazoline",NC1=CC=C2N=C(N)N=C(N)C2=C1,DB02532
2-Allylphenol,OC1=CC=CC=C1CC=C,DB02534
Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide,NCCOCCOCCNC(=O)C1=CC=C(C=C1)S(N)(=O)=O,DB02535
D-glyceraldehyde,OC[C@@H](O)C=O,DB02536
2-Hydroxy-5-({1-[(4-Methylphenoxy)Methyl]-3-Oxoprop-1-Enyl}Amino)-L-Tyrosine,[H]\C(C=O)=C(\COC1=CC=C(C)C=C1)NC1=C(O)C=C(O)C(C[C@]([H])(N)C(O)=O)=C1,DB02537
"N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide",CC(=O)NC1=NC(=CC=N1)C1=C(C)N=C2C=CC=CN12,DB02538
"10-formyl-5,8,10-trideazafolic acid",[H]N([H])C1=NC(=O)C2=C(C=CC(C[C@H](C(O)=O)C3=CC=C(C=C3)C(=O)N([H])[C@@H](CCC(O)=O)C(O)=O)=C2)N1[H],DB02540
4-Hydroxybutan-1-Aminium,[NH3+]CCCCO,DB02541
(4s)-5-Fluoro-L-Leucine,C[C@H](CF)C[C@H](N)C(O)=O,DB02542
Pyrrole-2-Carboxylate,OC(=O)C1=CC=CN1,DB02543
"N-(6-{[3-(4-Bromophenyl)-1,2-Benzisothiazol-6-Yl]Oxy}Hexyl)-N-Methylprop-2-En-1-Amine",CN(CCCCCCOC1=CC=C2C(SN=C2C2=CC=C(Br)C=C2)=C1)CC=C,DB02544
Fexaramine,COC(=O)\C=C\C1=CC(=CC=C1)N(CC1=CC=C(C=C1)C1=CC=C(C=C1)N(C)C)C(=O)C1CCCCC1,DB02545
Vorinostat,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,DB02546
Guanosine-5'-Diphosphate-Rhamnose,C[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2NC(N)=NC3=O)[C@@H](O)[C@@H](O)[C@@H]1O,DB02547
D-glucitol 6-phosphate,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,DB02548
3'-O-Acetylthymidine-5'-diphosphate,[H]N1C(=O)N(C=C(C)C1=O)[C@H]1C[C@H](OC(C)=O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1,DB02549
"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",COC1=C(OC)C(OC)=C(Cl)C(CC2=NC3=C(N)N=C(F)N=C3N2CCCC#C)=C1,DB02550
"6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",[H][C@]1(CC)CNCC2=C1C=C(NC(=O)C1=CC=C3C=C(C=CC3=C1)C(N)=N)C=C2,DB02551
Geranyl Diphosphate,CC(C)=CCC\C(C)=C\CO[P@@](=O)(O)OP(=O)(O)O,DB02552
Glutathionylspermidine disulfide,[H]N([H])CCCCN([H])CCCN([H])C(=O)CN([H])C(=O)[C@H](CSSC[C@H](N([H])C(=O)CC[C@@H](N([H])[H])C(O)=O)C(=O)N([H])CC(=O)N([H])CCCN([H])CCCCN([H])[H])N([H])C(=O)CC[C@@H](N([H])[H])C(O)=O,DB02553
UDP-6-sulfoquinovose,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@H](CS(O)(=O)=O)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O,DB02554
SP4160,CC(C)C[C@@H](N=C(N)N)C(=O)NCC(=O)N1CCC(CC1)C1=CC(=NN1C)C1=C(Cl)C(Cl)=C(OCC2=CC=C(NC(C)=O)C=C2)C=C1,DB02555
D-Phenylalanine,N[C@H](CC1=CC=CC=C1)C(O)=O,DB02556
Phosphoramidon,CC(C)C[C@H](NP(O)(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O,DB02557
N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine,[H][C@@](C)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)[C@]([H])(S)CC1=CC=CC=C1)C(O)=O,DB02558
"6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine",[H][C@@]12CCN(C[C@@]3([H])CC[C@]4([H])N[C@@]([H])(N)N[C@@]([H])(N)[C@]4([H])C3)[C@@]1([H])CCCC2,DB02559
[(1S)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,CC(=O)N[C@H](CC1=CC=C(Cl)C=C1)[B-](O)(O)OC[C@H](N)C(O)=O,DB02560
Beta-D-Fructopyranose,OC[C@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,DB02561
"Quinonoid 7,8-Tetrahydrobiopterin",[H][C@@]1(CN=C2NC(N)=NC(=O)C2=N1)[C@@H](O)[C@H](C)O,DB02562
Hexanoyl-CoA,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,DB02563
4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,DB02565
8-Hydroxy-4-(1-Hydroxyethyl)Quinoline-2-Carboxylic Acid,[H][C@@](C)(O)C1=CC(=NC2=C1C=CC[C@]2([H])O)C(O)=O,DB02566
PD173955,CSC1=CC=CC(NC2=NC=C3C=C(C(=O)N(C)C3=N2)C2=C(Cl)C=CC=C2Cl)=C1,DB02567
Peldesine,NC1=NC(=O)C2=C(N1)C(CC1=CN=CC=C1)=CN2,DB02568
"2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate",CC1=CN([C@@H]2O[C@H](CO[P@@](O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O,DB02569
PD150606,[H][C@](S)(CC1=CC=C(I)C=C1)C(O)=O,DB02570
Allysine,[H]C(=O)CCC[C@H](N)C(O)=O,DB02571
"1,3-bis-([3-[3-[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-propoxy-ethoxy-ethoxy]-propyl-]amino-carbonyloxy)-2-amino-propane",NC(CO\C(O)=N\CCCOCCOCCOCCCNC1=C(NCCCN2CCN(CCC\N=C(/O)C3=CC(=CC(OC4OC(CO)C(O)C(O)C4O)=C3)[N+]([O-])=O)CC2)C(=O)C1=O)CO\C(O)=N\CCCOCCOCCOCCCNC1=C(NCCCN2CCN(CCC\N=C(/O)C3=CC(=CC(O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)=C3)[N+]([O-])=O)CC2)C(=O)C1=O,DB02572
"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",[H]N([H])C1=NC(=O)N(C=C1)[C@H]1C[C@H](OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=NC3=C(N=CN=C23)N([H])[H])[C@@H](CO)O1,DB02573
BV2,NC(COC(=O)NCCCN1CCN(CCCNC(=O)C2=CC(=CC(OC3OC(CO)C(O)C(O)C3O)=C2)[N+]([O-])=O)CC1)COC(=O)NCCCN1CCN(CCCNC(=O)C2=CC(=CC(O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)=C2)[N+]([O-])=O)CC1,DB02574
F-Loop of Vitamin B12,C[C@H](O)C[NH3+],DB02576
Mesoheme,CC1=C(CCC(O)=O)C2=CC3=C(CCC(O)=O)C(C)=C4C=C5N6C(=CC7=C(C=C)C(C)=C8C=C1N2[Fe++]6(N34)N78)C(C)=C5C=C,DB02577
N-[(6S)-6-Carboxy-6-(glycylamino)hexanoyl]-D-alanyl-D-alanine,[H]N([H])CC(=O)N([H])[C@@H](CCCCC(=O)N([H])[C@H](C)C(=O)N([H])[C@H](C)C(O)=O)C(O)=O,DB02578
Acrylic Acid,OC(=O)C=C,DB02579
Pentaglyme,COCCOCCOCCOCCOCCOC,DB02580
"N(2)-carbamimidoyl-N-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-D-leucinamide",CC(C)C[C@@H](NC(N)=N)C(=O)NCC(=O)N1CCC(CC1)C1=CC(=NN1C)C1=CC=C(OCC2=CC=C(O2)C(O)=O)C(Cl)=C1Cl,DB02581
(6Z)-6-{[(1Z)-1-{[(1R)-1-Carboxy-2-methyl-2-propen-1-yl]imino}-1-hydroxy-3-sulfanyl-2-propanyl]imino}-6-hydroxynorleucine,[H][C@@](N=C(O)C(CS)N=C(O)CCCC(N)C(O)=O)(C(C)=C)C(O)=O,DB02582
"N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine",COC1=CC(CN(C)C2=CC3=C(N=C2)N=C(N)N=C3N)=C(OC)C=C1,DB02583
4-(Hydroxymethyl)Benzamidine,NC(=N)C1=CC=C(CO)C=C1,DB02585
"4,7-Dimethyl-[1,10]Phenanthroline",CC1=CC=NC2=C3N=CC=C(C)C3=CC=C12,DB02586
Colforsin,[H][C@]1(O)CCC(C)(C)[C@]2([H])[C@]([H])(O)[C@]([H])(OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]12C)C=C,DB02587
"(2R)-2-[(1R)-1-{[(2S)-2-Carboxy-2-(4-hydroxyphenyl)acetyl]amino}-1-methoxy-2-oxoethyl]-5-methylene-5,6-dihydro-2H-1,3-oxazine-4-carboxylic acid",COC(NC(=O)[C@@H](C(O)=O)C1=CC=C(O)C=C1)(C=O)[C@H]1OCC(=C)C(=N1)C(O)=O,DB02588
Se-Ethyl-Isoselenourea,CC[Se]C(N)=N,DB02589
Abequose,[H][C@@]1(O)C[C@@]([H])(O)[C@@]([H])(O)O[C@]1([H])C,DB02590
"5,6-Dimethylbenzimidazole",CC1=CC2=C(C=C1C)N=CN2,DB02591
Carbaphosphonate,[H][C@@]1(O)C[C@@](O)(C[C@]([H])(CP(O)(O)=O)[C@@]1([H])O)C(O)=O,DB02592
"7,8-Dihydroxy-1-Methoxy-3-Methyl-10-Oxo-4,10-Dihydro-1h,3h-Pyrano[4,3-B]Chromene-9-Carboxylic Acid",[H][C@]1(C)CC2=C(C(=O)C3=C(O2)C=C(O)C(O)=C3C(O)=O)[C@]([H])(OC)O1,DB02593
2'-Deoxycytidine,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1,DB02594
"(2R,3S,5S)-2-(Hydroxymethyl)-5-[(2-sulfoethyl)carbamoyl]-3-pyrrolidiniumyl 2-acetamido-2-deoxy-4-O-sulfo-beta-D-glucopyranoside",[H]N(CCS(O)(=O)=O)C(=O)[C@@H]1C[C@H](O[C@@H]2O[C@H](CO)[C@@H](OS(O)(=O)=O)[C@H](O)[C@H]2N([H])C(C)=O)[C@@H](CO)[N+]1([H])[H],DB02595
"alpha,beta-Methyleneadenosine 5'-triphosphate",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)CP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,DB02596
"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",[H][C@@](C)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)[C@@]([H])(S)CCCCC)C(O)=O,DB02597
"N-Alpha-Acetyl-3,5-Diiodotyrosylglycine",CC(=O)N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(=O)NCC(O)=O,DB02598
"2,6-Diamino-8-Propylsulfanylmethyl-3h-Quinazoline-4-One",CCCSCC1=CC(N)=CC2=C1N=C(N)NC2=O,DB02599
Oseltamivir acid,CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O,DB02600
4-Hydroxyphenylglycine,NC(C(O)=O)C1=CC=C(O)C=C1,DB02601
AL7182,COC1=CC(=CC=C1)N1CCC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O,DB02602
1-Amino-6-Cyclohex-3-Enylmethyloxypurine,NC1=NC(OCC2CCCCC2)=C2N=CNC2=C1,DB02603
2-Deoxy-Glucose-6-Phosphate,O[C@H]1C[C@@H](O)[C@H](O)[C@@H](COP(O)(O)=O)O1,DB02604
2-Butanol,CC[C@@H](C)O,DB02606
Adenosine Phosphonoacetic Acid,[H][C@]1(COC(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,DB02607
"N-[(1R,2R)-1,3-Dihydroxy-1-(4-nitrophenyl)-2-propanyl]acetamide",[H]N([C@H](CO)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O)C(C)=O,DB02608
4-Hydroxy-L-Threonine-5-Monophosphate,N[C@@H]([C@H](O)COP(O)(O)=O)C(O)=O,DB02609
"N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide",NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C(F)=C(F)C(F)=C1F,DB02610
Balanol Analog 1,[H][C@]1(CNCCC[C@@]1([H])OC(=O)C1=CC=C(O)C=C1)NC(=O)C1=CC=C(O)C=C1,DB02611
Capric dimethyl amine oxide,CCCCCCCCCC[N+](C)(C)[O-],DB02613
1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid,[H][C@@](CC1=CC=CC(=C1)C(O)=O)(NC(C)=O)B(O)O,DB02614
Compound 19,[H][C@@](C)(COC1=CC=C(C=C1)[C@]1([H])OC2=C(S[C@]1([H])C1=CC=C(O)C=C1)C=C(O)C=C2)N1CCCC1,DB02615
FR117016,NC(N)=NC1=NC(=CS1)C1=CC=C(CNC2=NC3=C(N2)C=CC=C3)S1,DB02616
"1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane",CCCCCC[C@](O)(CN1C=CN=C1)C1=CC=C(Cl)C=C1Cl,DB02617
Ethyl Dimethyl Ammonio Propane Sulfonate,CC[N+](C)(C)CCCS([O-])(=O)=O,DB02618
12-Bromo-1-dodecanol,[H]OCCCCCCCCCCCCBr,DB02619
3-(4-{2-[2-(2-bromo-acetylamino)-ethyldisulfanyl]-ethylcarbamoyl}-cyclohexylcarbamoyl)-pyrazine-2-carboxylic acid,CC(=O)NCCSSCCNC(=O)C1CCC(CC1)NC(=O)C1=NC=CN=C1C(O)=O,DB02620
Latrunculin A,[H][C@]1(CSC(=O)N1)[C@@]1(O)C[C@H]2C[C@@H](CC[C@H](C)\C=C/C=C/CC\C(C)=C/C(=O)O2)O1,DB02621
2-(Oxalyl-Amino)-Benzoic Acid,OC(=O)C(=O)NC1=C(C=CC=C1)C(O)=O,DB02622
Aminophosphonic acid-guanylate ester,[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)N([H])[H])[C@@H](O)[C@H]1O,DB02623
Homoserine Lactone,N[C@@H]1CCOC1=O,DB02624
(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid,[H][C@@](CCCC)(CN(O)C=O)C(O)=O,DB02625
Phenylferricrocin-iron,[Fe].CC(=O)N(O)CCC[C@@H]1NC(=O)CNC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CNC(=O)[C@H](CCCN(O)C(C)=O)NC(=O)[C@H](CCCN(O)C(C)=O)NC1=O,DB02626
"4,4'-Biphenyldiboronic Acid",OB(O)C1=CC=C(C=C1)C1=CC=C(C=C1)B(O)O,DB02627
"1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide",[H][C@@](C)(NC)C(=O)N[C@]([H])(C(=O)N1CCC[C@@]1([H])C(=O)N[C@]1([H])CCCC2=C1C=CC=C2)C(C)(C)C,DB02628
"N,N-[2,5-O-di-2-fluoro-benzyl-glucaryl]-di-[1-amino-indan-2-ol]",O[C@H]([C@@H](O)[C@@H](OCC1=C(F)C=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12)[C@@H](OCC1=CC=CC=C1F)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2,DB02629
L-xylitol 5-phosphate,OC[C@@H](O)[C@H](O)[C@@H](O)COP(O)(O)=O,DB02630
4-nitrophenyl-beta-D-galactoside,OC[C@H]1O[C@@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O,DB02632
Cibacron Blue,NC1=C(C=C(NC2=CC=C(NC3=NC(Cl)=NC(NC4=CC=CC=C4S(O)(=O)=O)=N3)C(=C2)S(O)(=O)=O)C2=C1C(=O)C1=CC=CC=C1C2=O)S(O)(=O)=O,DB02633
N-[O-Phosphono-Pyridoxyl]-Isoleucine,[H][C@](C)(CC)[C@@]([H])(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O,DB02635
"9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid",COC1=C(O)C=CC2=C1C=C(C1=C2C2=C(OCO2)C=C1C(O)=O)[N+]([O-])=O,DB02636
Oxaloacetate Ion,OC(=O)C(=O)CC([O-])=O,DB02637
7-(alpha-D-Glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one,CC1=CC(=O)OC2=C1C=CC(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C2,DB02639
Fumagillin,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C\C(O)=O,DB02640
Heptanamide,CCCCCCC(N)=O,DB02641
[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate,OP(O)(=O)CNC(=O)OCC1=CC=CC=C1,DB02642
"N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate",CCCCCCCCCCCC[N+](C)(C)CCCS(O)(=O)=O,DB02643
N-omega-propyl-L-arginine,[H]N([H])[C@@H](CCCN([H])C(\N([H])[H])=[N+](/[H])CCC)C(O)=O,DB02644
"3,4-Epoxybutyl-Alpha-D-Glucopyranoside",[H][C@]1(CCO[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)CO1,DB02645
Nitrosoethane,CCN=O,DB02646
N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide,O=C(NC1=CC(=NN1)C1CC1)C1=CC=CC=C1,DB02647
(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium,C[N+](C)(C)C[C@H](O)CC(O)=O,DB02648
3-Amino-3-Oxopropanoic Acid,NC(=O)CC(O)=O,DB02649
Trichloroacetaldehyde,[H]C(=O)C(Cl)(Cl)Cl,DB02650
"{[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)",OP(O)(=O)C(F)(F)C1=CC=C(CC(CC2=CC=C(C=C2)C(F)(F)P(O)(O)=O)(N2N=NC3=C2C=CC=C3)C2=CC=C(F)C(F)=C2)C=C1,DB02651
L-[(N-Hydroxyamino)Carbonyl]Phenylalanine,[H]N(O)C(=O)N([H])[C@@H](CC1=CC=CC=C1)C(O)=O,DB02652
6-hydroxy-FAD,CC1=CC2=C(N=C3C(=O)NC(=O)N=C3N2C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)C(O)=C1C,DB02654
D-Aspartic Acid,N[C@H](CC(O)=O)C(O)=O,DB02655
LY-294002,O=C1C=C(OC2=C1C=CC=C2C1=CC=CC=C1)N1CCOCC1,DB02656
Glucosamine 6-Phosphate,N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,DB02657
"2,4-Dinitrophenyl 2-Deoxy-2-Fluoro-Beta-D-Allopyranoside",[H][C@]1(CO)O[C@@]([H])(OC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)[C@]([H])(F)[C@@]([H])(O)[C@]1([H])O,DB02658
Cholic Acid,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C,DB02659
Filaminast,COC1=CC=C(C=C1OC1CCCC1)C(\C)=N\OC(N)=O,DB02660
"Adenosine-5'-diphosphate-2',3'-vanadate",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H]2O[V](=O)(=O)O[C@H]12,DB02661
Novo Nordisk a/S Compound,OC(=O)C(=O)NC1=C(C=C(I)C=C1)C(O)=O,DB02662
2-Amino-4-(Hydroxymethyl-Phosphinyl)Butanoic Acid,C[P@@](O)(=O)CC[C@@H](N)C(O)=O,DB02663
1-Butane Boronic Acid,CCCCB(O)O,DB02664
"(1R,2S)-2-Phenylcyclopropanaminium",[NH3+][C@@H]1C[C@H]1C1=CC=CC=C1,DB02665
(C8-R)-hydantocidin 5'-phosphate,[H]N1C(=O)N(CCC[C@@H](N(O)CO)C(O)=O)C(=O)[C@]11O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,DB02666
JE-2147,CC1=CC=CC=C1CNC(=O)[C@H]1N(CSC1(C)C)C(=O)[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CC=CC(O)=C1C,DB02668
RB106,[H][C@](S)(CC1=CC=CC=C1)C(=O)NCC(=O)N1[C@@]([H])(CC[C@]1([H])C1=CC=CC=C1)C(O)=O,DB02669
4-Deoxy-Alpha-D-Glucose,[H][C@]1(O)C[C@@]([H])(CO)O[C@]([H])(O)[C@]1([H])O,DB02670
1-Methylimidazole,CN1C=C[NH+]=C1,DB02671
"(4aS,6R,8aS)-11-[8-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)octyl]-6-hydroxy-3-methoxy-5,6,9,10-tetrahydro-4aH-[1]benzofuro[3a,3,2-ef][2]benzazepin-11-ium",COC1=CC=C2C=[N+](CCCCCCCCN3C(=O)C4=C(C=CC=C4)C3=O)CC[C@@]34C=C[C@H](O)C[C@@H]3OC1=C24,DB02673
"4-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Butyricacid",[H][C@]12CS[C@@]([H])(CCCC(O)=O)[C@@]1([H])NC(=O)N2,DB02674
(4-Hydroxymaltosephenyl)Glycine,[H][C@@](N)(C(O)=O)C1=CC=C(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O)C=C1,DB02675
"2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol",OCC(CO)(CO)NCCCNC(CO)(CO)CO,DB02676
D-naphthyl-1-acetamido boronic acid alanine,CC(=O)N[C@H](CC1=CC=CC2=C1C=CC=C2)[B-](O)(O)OC[C@H](N)C(O)=O,DB02677
beta-D-Galactosamine,N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,DB02678
Cyanamide,NC#N,DB02679
"1,3-Dinitrobenzene",[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O,DB02680
"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",[O-][V](=O)[O+]([V](=O)O[V](=O)(=O)O[V](=O)(=O)[O+]([V]([O-])=O)[V](=O)(=O)=O)[V](=O)(=O)=O,DB02681
Inhibitor Bea428,[H][C@@](O)([C@@]([H])(O)[C@@]([H])(OCC1=CC=C(C=C1)C1=CN=CC=C1)C(O)=N[C@@]([H])(C(C)C)C(O)=NC)[C@@]([H])(OCC1=CC=C(C=C1)C1=CN=CC=C1)C(O)=N[C@@]([H])(C(C)C)C(O)=NC,DB02683
5'-O-(L-Cysteinylsulfamoyl)adenosine,[H]N([H])[C@@H](CS)C(=O)N([H])S(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N=CN=C12)N([H])[H],DB02684
3-Methylphenylalanine,CC1=CC=CC(C[C@H](N)C(O)=O)=C1,DB02685
Undecyl-Beta-D-Maltopyranoside,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(O)[C@]([H])(OCCCCCCCCCCC)O[C@]2([H])CO)[C@]1([H])O,DB02686
"2,3-Didehydroalanine",NC(=C)C(O)=O,DB02688
S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine,[H][C@](N)(CSCCS(N)(=O)=O)C(O)=O,DB02689
NU1025,CC1=NC2=C(C=CC=C2O)C(=O)N1,DB02690
Glycocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCC([O-])=O,DB02691
"(4S,5S)-1,2-dithiane-4,5-diol",[H][C@@]1(O)CSSC[C@@]1([H])O,DB02693
Pantoyl Adenylate,[H][C@](O)(C(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O)C(C)(C)CO,DB02694
O1-Pentyl-Mannose,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(OCCCCC)[C@@]1([H])O,DB02695
"6-Aminohexyl-uridine-C1,5'-diphosphate",[H]N([H])CCCCCCOP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)N([H])C1=O,DB02696
Hydroxyaminovaline,CC(C)[C@@H](N)C(=O)NO,DB02697
"N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid",OC(=O)C1=CC=CC2=C1OC1=C(C=CC=C1C(O)=O)N2C1=CC(=CC=C1)C(F)(F)F,DB02698
